cid,smiles
15075,C1=CC=C(C(=C1)C2=CC=CC=C2N)N
15078,C1(=NC(=NN1)N)N
15081,CC1CN(CC(O1)C)N=O
15086,CCCCCCCCCCCCCCC1=CC=CC=C1
15088,COC(=O)C1=CC(=CC=C1)C(=O)OC
15096,CCCC[Sn](CCCC)(CCCC)Cl
15100,CC1=C(N=C(C=C1)C)C
15103,C[Se]CCC(C(=O)O)N
15109,COC1=C(C(=CC=C1)OC)C(=O)O
15112,CN(C)C#N
15116,CC(=O)C1=CSC=C1
15130,CC[C@@H](C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C
15133,C1=CC(=CC(=C1)CN)CN
15139,COC1=CC=CC=C1N2CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F
15159,C1=CC=C(C=C1)C2=C3C=CC=CC3=C(C4=CC=CC=C42)C5=CC=CC=C5
15207,CC(=O)OC1=CC=CC(=C1)[N+](=O)[O-]
15209,C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F
15233,CCCCOC(=O)NC1=CC=CC=C1
15250,CC(C)CC1=CC=C(C=C1)CC(=O)O
15257,CC1=CC(=NC=N1)C
15278,CC1(CC2=C(O1)C(=CC=C2)O)C
15285,COC1=CC(=C(C=C1)O)[N+](=O)[O-]
15286,CCCOCC(C)O
15287,CCOCC(C)O
15291,CCOC(=O)C1=CC=NC=C1
15295,C1=CC=C(C=C1)P(=O)(O)O
15331,CN(C)NC(=O)CCC(=O)O
15348,CC1=CN=C(C=C1)N
15352,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N
15356,CN=C(N)NC#N
15359,CCNC1=NC(=NC(=N1)OC)NC(C)C
15362,CN1CCC2=CC=CC=C2C1
15366,C1=CC=C2C(=C1)C=CC=[N+]2[O-]
15372,C1=CC=C2C(=C1)NS(=O)(=O)N2
15376,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O
15381,C1CN2CCC1C(C2)O
15390,C=CCOP(=O)(OCC=C)OCC=C
15413,CC(C)(C)OC
15420,CCCCC1=CC=C(C=C1)O
15422,CCCCCCCS
15433,CCCCCCCCCCCC[N+](C)(C)[O-]
15438,CC(C)(C=NOC(=O)NC)S(=O)(=O)C
15443,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3
15450,CC(C)CCCCCO
15459,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
15477,CN1C=CN=C1[N+](=O)[O-]
15478,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O
15504,CCC1CCCCC1
15530,C1=C(C=C(C(=C1I)O)I)C#N
15531,C1=C(C=C(C(=C1Br)O)Br)C#N
15533,CCCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br
15541,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O
15542,CCN(CC)C(=O)C1=CC=CC=C1
15546,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl
15551,CCCC(=O)C1=CC=NC=C1
15553,C1=CC(=NC(=C1Cl)C(=O)O)Cl
15570,C1C=CCO1
15583,C1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)CBr
15586,CC(F)(Cl)Cl
15594,C1=CC=C(C=C1)C2=NC=NC=N2
15600,CCCCCCCCCC
15604,CC1=C2CC3=CC=CC=C3C2=CC=C1
15606,CCCCCCCCC(=O)OC
15618,CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2)(C)C(=O)O)C
15625,C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl
15629,CN(C(=O)NC1=CC=C(C=C1)Cl)OC
15653,CCC1=C(C=CC(=C1)C)C
15655,C1CC1C(=O)O
15661,CC[Pb](C)(C)C
15662,CC[Pb](C)(C)CC
15663,CC[Pb](C)(CC)CC
15684,C1=CC(=C(C=C1Cl)Cl)CO
15693,CSC1=CC=CC(=C1)N
15719,COC1=CC=CC(=C1)CC(=O)O
15720,C1=CC(=CC=C1[N+](=O)[O-])OCC(=O)O
15728,C1=CC(=C(C=C1CO)Cl)Cl
15735,CNC1=CC=C(C=C1)CC2=CC=C(C=C2)NC
15749,CC(C)C1=CC=C(C=C1)[N+](=O)[O-]
15758,C1=C(C(=O)NC(=O)N1)Cl
15763,CCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
15767,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl
15768,C1=CC2=C(C=CC=C2Cl)C(=C1)Cl
15769,C1=CC=C2C(=C1)C(=CC=C2Cl)Cl
15779,CCCCCCCCOP(=O)(C)OCCCCCCCC
15787,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl
15788,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2Cl)Cl)Cl
15793,CCCCCCCCCCCCCCCCCCN
15797,CCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
15818,C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)O
15862,CCOC(=O)C=CC1=CC=C(O1)[N+](=O)[O-]
15875,C1=CC(=CC(=C1)C(=O)O)C#N
15876,C1=CC(=CC(=C1)[N+](=O)[O-])CC(=O)O
15878,C1CC2=C(C1)C=C(C=C2)OCC(=O)O
15879,C1=CC(=CC(=C1)Cl)CC(=O)O
15880,C1=CC(=CC=C1CC(=O)O)Cl
15881,C1=CC(=CC=C1O)OCC(=O)O
15882,COC1=CC=CC=C1OCC(=O)O
15883,C1=CC=C(C(=C1)[N+](=O)[O-])OCC(=O)O
15907,C1=CC(=CC=C1OCCO)Cl
15910,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl
15938,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-]
15939,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C
15950,CCN(CC)C1=NC(=NC(=N1)NC(C)C)Cl
15951,CCNC1=NC(=NC(=N1)Cl)N(CC)CC
15965,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N
15969,COC(=O)NC1=CC(=C(C=C1)Cl)Cl
15979,CC(C)CCCC(C)CCCC(C)CCCC(C)C
16003,CCCN(CCC)C(=O)SCCC
16004,C1=CC(=NC(=C1)Cl)C(Cl)(Cl)Cl
16034,CNC(=O)OC1=CC=CC=C1
16043,CC(C)(C)C1=C(C=CC(=C1)O)O
16054,C1=CC2=C(C=CN2)C=C1O
16066,CCCCOC(=O)C1=CC=C(C=C1)C(=O)OCCCC
16073,CC(C#C)OC(=O)NC1=CC(=CC=C1)Cl
16074,C1=CC(=CC=C1NC(=O)N)Br
16075,C1=CC(=CC(=C1)Cl)NC(=O)N
16078,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O
16096,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)O
16115,CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl
16116,CC1CCCCC1NC(=O)NC2=CC=CC=C2
16126,COC1=C(C(=CC=C1)Cl)Cl
16127,COC1=C(C=CC=C1Cl)Cl
16133,C1=CC(=CC=C1N=C=S)Br
16135,CC(=C)C(=O)OCC(C)(C)COC(=O)C(=C)C
16157,C1=CC=C(C=C1)N=C(N)N
16180,CNC.C1=CC(=C(C=C1Cl)Cl)OCC(=O)O
16181,CCSC(=O)N(CC(C)C)CC(C)C
16183,C1=CC(=C(C(=C1)Cl)C(=O)N)Cl
16231,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
16237,CCOC(=O)CCC1=CC=CC=C1
16240,CCCCCCCCOC(=O)N
16247,CC1=C(C=CC(=C1)OC(=O)NC)N(C)C
16248,CC1=CC(=CC(=C1SC)C)OC(=O)NC
16253,C1(=C(N=C(N1)Br)Br)Br
16259,C1=CC=C(C=C1)CCCN
16265,CC1=CC(=C(C=C1)C)C=C
16303,CC1=CC(=C(C=C1)NC(=O)C)C
16304,CC1=CC(=C(C=C1)C)NC(=O)C
16307,C1=CC(=CC(=C1)Cl)C2=CC(=CC=C2)Cl
16308,C1=CC(=CC=C1C2=CC=C(C=C2)Cl)Cl
16309,C1=CC=C2C(=C1)C=CC(=C2Cl)Cl
16310,C1=CC2=C(C=C(C=C2)Cl)C(=C1)Cl
16311,C1=CC2=C(C(=C1)Cl)C(=CC=C2)Cl
16312,C1=CC=C2C=C(C(=CC2=C1)Cl)Cl
16313,C1=CC=C2C(=C1)C(=CC(=C2O)Cl)Cl
16318,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl
16322,C1=CC=C(C=C1)C2=CC(=CC=C2)Cl
16323,C1=CC=C(C=C1)C2=CC=C(C=C2)Cl
16329,C1=CC=C(C=C1)C2=CC=CC=C2Br
16330,CCCCOC(=O)C1=CC=CC=C1O
16358,CN1C2=CC=CC=C2C(=O)C1=O
16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
16363,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
16365,COC(=O)COC1=CC=CC=C1
16376,C1=C(C=NN1)[N+](=O)[O-]
16379,CCCNC1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
16380,CN(CC[C@@H](CC(=O)N[C@@H]1C=C[C@H](O[C@H]1C(=O)O)N2C=CC(=NC2=O)N)N)C(=N)N
16421,CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
16422,COP(=S)(OC)OC1=CC(=C(C=C1Cl)Br)Cl
16441,CC(=C)C1CCC(=CC1)C=O
16447,CC(=O)NC1=CC=CC=C1C2=CC=CC=C2
16449,C1=CC=C(C=C1)C2=CC(=CC=C2)Br
16450,C1=CC=C(C=C1)C2=CC(=CC=C2)[N+](=O)[O-]
16458,C1=CC=C(C=C1)CC2=CC=NC=C2
16461,C1=CC(=C(C=C1C(=O)O)I)N
16478,CC1=C2C(=CC=C(C2=CC=C1)C)C
16480,C1=CC(=CC=C1N=C=S)Cl
16481,C1=CC(=CC(=C1)Br)N=C=S
16490,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
16495,C1=C(C(=C(C(=C1Cl)Cl)C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)Cl)Cl
16502,CC(=O)C1=CC(=CC=C1)Br
16529,COC(=O)NC1=CC(=CC=C1)Cl
16530,CC(=O)NC1=CC(=C(C=C1)Cl)Cl
16533,CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO
16562,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F
16565,CC1CCO1
16574,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=O)NC(=O)C=N2)OC(=O)C)OC(=O)C
16584,C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl
16591,CCCSSCC=C
16606,CC1=CC=C(C=C1)OCC2CO2
16607,CCCCCCCCC1=CC=CC=C1
16616,CC1=C(C(=CC=C1)C)NC(=O)C
16619,C1=CC(=CC2=C1C=CC(=C2)Cl)Cl
16622,CCNC1(CCCCC1)C2=CC=CC=C2
16630,C1C(OC(=N1)N)C2=CC=CC=C2
16637,CC(C)NC(=O)C=C
16638,CCCOC(=O)C(=C)C
16653,CCSC(=O)N1CCCCCC1
16658,C1CCN(CC1)N
16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
16667,CNC1=CC=CC2=CC=CC=C21
16668,COC1=CC=CC2=CC=CC=C21
16680,CC(C)(COC(=O)C=C)COC(=O)C=C
16686,C1(=C(C(C(=C1Cl)Cl)(C2(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
16692,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=C(C(=C2Cl)Cl)Cl)Cl
16698,C(N(CP(=O)(O)O)CP(=O)(O)O)P(=O)(O)O
16701,CC(=O)CCCC1=CC=CC=C1
16702,C1=CC(=CC(=C1)N)C#N
16704,C1C(O1)COCC2CO2
16715,CCCCCCCCC#N
16720,C1=CC2=C(C=CC=C2N)C(=C1)N
16724,CC1=CC[C@@H](CC1=O)C(=C)C
16726,C1(=O)NC(=O)N(C(=O)N1Cl)Cl
16738,CC1=C(C=CC(=C1)OP(=O)(OC)OC)[N+](=O)[O-]
16741,C1=CC=C(C=C1)CCN=C=S
16757,C1=CC=C(C=C1)CCCCC(=O)O
16768,CCC(CC)C(=O)NC(=O)N
16769,COP(=O)(OC)OC(=CCl)C1=C(C=C(C=C1)Cl)Cl
16774,CCOP(=S)(OCC)SCC(=O)NC(C)C
16782,CC(=O)OO[N+](=O)[O-]
16795,C1C(=O)NC2=C(C=C(C=C2)C(F)(F)F)C(=N1)C3=CC=CC=C3
16816,CC1=CC(=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-]
16826,CCCC(C)C(=O)NC1=CC(=C(C=C1)C)Cl
16846,CCCOC(=O)C1=CC=CC=C1
16850,C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O
16854,C1=CC(=C(C=C1NC(=O)N)Cl)Cl
16859,C1=C2C(=CC(=C1Cl)Cl)N=C(N2)C(F)(F)F
16860,C1=CC2=C(C(=C1)Cl)N=C(N2)C(F)(F)F
16865,CC(=O)OC1=CC=C(C=C1)C(=O)O
16870,CN(C)C1=CC(=O)C2=CC=CC=C2C1=O
16871,COC1=CC(=O)C2=CC=CC=C2C1=O
16887,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](CC)CC4=CC(=CC=C4)S(=O)(=O)[O-])C=C3)C5=C(C=C(C=C5)O)S(=O)(=O)[O-].[Na+].[Na+]
16891,CC(=C)C(=O)OCCOCCOC(=O)C(=C)C
16908,CCCCF
16928,COC1=C(C=CC(=C1)CCO)O
16929,CC1=CC2=CC3=C(C=CC4=CC=CC=C43)C=C2C=C1
16930,CC1=CC2=C(C=C1)C=C3C(=C2)C=CC4=CC=CC=C43
16932,CC1=C2C=CC3=CC=CC4=C3C2=C(C=C1)C=C4
16933,CC1=C2C=C3C=CC4=CC=CC=C4C3=CC2=CC=C1
16945,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl
16960,CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2
16965,COC1=C2C=CC=CC2=CC3=CC=CC=C31
16971,COC1=CC(=CC=C1)Br
16988,C1=CC(=C(N=C1)Cl)Cl
16989,C1=CC(=NC(=C1)Cl)Cl
16990,C1=C(C(=NC(=C1Cl)Cl)Cl)Cl
16994,CCCCOP(=O)(C)OCCCC
17012,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
17016,CC1=C(C(=C(C=C1)C)O)C
17026,CC1=C2C(=CC3=CC=CC=C13)C=CC4=CC=CC=C42
17038,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl
17040,CC1=C(C=C(C=C1)OC(=O)NC)C
17041,CCOC(=O)CSP(=O)(OCC)OCC
17046,C1C(O1)COCCCCOCC2CO2
17047,CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)[N+](=O)[O-]
17049,CCCCOCC1CO1
17073,C=C(C(CCl)Cl)Cl
17076,CCN(CC)C(=O)CC1=CC=CC=C1
17088,CN1C=NC2=CC=CC=C2C1=O
17094,C1=C(C(=C(C(=C1Br)O)Br)O)Br
17095,CCCCCCCCCCCC=C
17097,C1=CC(=C(C=C1Cl)Cl)C2=C(C=C(C=C2)Cl)Cl
17100,CC1=CCC(CC1)C(C)(C)O
17109,CC1=CC2=C(C=C1)N=C3C(=N2)SC(=O)S3
17110,CCCCCCCCCCCCN=C(N)N.CC(=O)O
17113,CC1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2
17126,C1=CC(=CC=C1OC2=CC=C(C=C2)Cl)Cl
17134,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
17141,CC1(CCC(CC1)C(C)(C)O)O.O
17142,C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4
17153,C1=C(C=NC=C1Cl)Cl
17154,C1=CC(=C(C=C1N)Cl)C(=O)O
17160,COC1=CC(=C(C=C1O)Cl)Cl
17168,COP(=S)(OC)OC1=C(C=C(C=C1)[N+](=O)[O-])Cl
17174,CC(=O)N1C=CN=C1
17190,C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)N)N)N
17235,CCCCCCCCCCCCCCCCOC(=O)C(=C)C
17236,CC(=C)C(=O)OCC1=CC=CC=C1
17241,CCOP(=S)(OCC)SCCS(=O)(=O)CC
17242,CCOP(=S)(OCC)SCCS(=O)CC
17253,C1=CC=C2C(=C1)C=CC3=C2C(=O)C4=CC=CC=C4C3=O
17259,CCCCCCOC(=O)C=C
17280,CCOP(=O)(OCC)OC1=CC=CC=C1
17286,C1=CC(=C(C=C1Cl)C(=O)O)[N+](=O)[O-]
17287,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)Cl
17292,CCC1C(=O)NC(=O)NC1=O
17307,CCOC(=O)C1=CC=CC=N1
17312,CCCCOP(=O)(OCCCC)OC1=CC=CC=C1
17318,CC(=C)C(=O)OCCC[Si](OC)(OC)OC
17321,CC1=CC2=C(C=C1)C3=CC=CC=C3C=C2
17343,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O
17344,COC1=C(C(=C(C(=C1Cl)Cl)Cl)OC)O
17345,CN(C=O)C(=O)CSP(=S)(OC)OC
17347,CC1=C2C=CC3=CC=CC=C3C2=CC4=CC=CC=C14
17349,CCCCOCCOC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl
17351,CCCCCCCCCCCCCCOC(=O)C(=C)C
17358,FS(F)(F)(F)(F)F
17412,CC1=C(C=CC(=C1)O)[N+](=O)[O-]
17424,CCOP(=S)(OCC)SCS(=O)CC
17425,CCOP(=S)(OCC)SCS(=O)(=O)CC
17426,CCOP(=O)(OCC)SCS(=O)CC
17427,CCOP(=O)(OCC)SCS(=O)(=O)CC
17432,CCOC1=NC(=NS1)C(Cl)(Cl)Cl
17434,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
17435,CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC
17451,COC(=O)NC1=CC=CC=C1
17475,C1=CC(=CC=C1NC=O)Cl
17491,CNC(=O)OC1=CC=C(C=C1)Cl
17494,CC(=O)NC1=C(C=CC(=C1)Cl)Cl
17496,CCOC(=O)NC1=CC=C(C=C1)Cl
17499,CC(=O)NC1=CC=C(C=C1)OC(=O)C
17516,CC1=CC(=CC(=C1)OC(=O)NC)C(C)C
17517,CC(C)C1=CC=CC=C1OC(=O)NC
17520,C1=CC=C2C(=C1)C(=O)NS2
17522,COP(=S)(OC)OC1=CC=C(C=C1)C#N
17531,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1
17534,C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)N
17563,CC1=CC(=CC(=C1)OC(=O)NC)C
17564,CC(C)(C)C1=CC(=CC(=C1)OC(=O)NC)C(C)(C)C
17570,C1=CC(=CC=C1O)SC2=CC=C(C=C2)O
17577,COC1=CC(=C(C(=C1O)Cl)Cl)Cl
17581,COC1=CC(=C(C=C1Cl)OC)Cl
17592,CC1=CC(=CC(=C1C)C)OC(=O)NC
17593,CC1=C(C(=CC=C1)N)N
17595,CCN1CCCC1=O
17596,C1N(CN(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
17599,C1=CC=C2C(=C1)C3=C4C2=CC=CC4=C(C=C3)N
17608,C1=CC=C(C=C1)C=C(C#N)C#N
17623,CC(=O)NC1=CC=CC=C1C(=O)OC
17625,CC(=O)NC1=NC=CS1
17676,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO
17693,C1CC1C(=O)NC2=CC(=C(C=C2)Cl)Cl
17713,COC1=CC(=C(C=C1OC)Cl)Cl
17717,COC1=COC(=CC1=O)CSP(=O)(OC)OC
17719,CC(C)(C1=CC(=CC=C1)C(C)(C)N=C=O)N=C=O
17722,CCOP(=O)(CN(CCO)CCO)OCC
17725,CN(C)C(=S)N(C)C
17730,C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+]
17732,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=C(C=C3)O
17734,CNC1=C(C=C(C=C1)N(CCO)CCO)[N+](=O)[O-]
17748,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N
17756,CCCOCCO
17778,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C=C(C=C3)[N+](=O)[O-])Cl)O
17805,CN(C)C1=NC(=NC(=N1)N)N(C)C
17818,CC1=C(C=C(C=C1)N)O
17820,CC1=C(C=C(C=C1)O)N
17822,C(C(F)(F)F)(F)Cl
17833,COC1=CC(=CC=C1)Cl
17861,C1=CC(=CN=C1)CCCO
17869,CC(=C)C(=O)OCCN(C)C
17877,CCC1=C(C=CC=C1C)C
17885,COC1=C(C2=C(C(=C1)N)C(=O)C3=CC=CC=C3C2=O)N
17886,CCN(CCO)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-]
17898,CC1=NC=CN=C1OC
17905,CCCCCCCCCCCCCCCCCCS
17916,CCN(C)CCO
17925,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3Cl
17946,COC(=O)C1=CC(=CC=C1)Cl
18049,CC(CCC(C)O)O
18052,C=CCOC(=O)Cl
18085,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(Cl)(Cl)Cl
18087,CC1=C(C(=O)C(=C(N1)C)Cl)Cl
18102,C1=CC=C(C=C1)C2=CC(=C(C=C2)Cl)Cl
18104,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO
18129,C1=CC(=CC(=C1)Br)NC(=O)N
18169,C1=CC(=C(C=C1C=O)[N+](=O)[O-])O
18170,C1=CC=C(C=C1)CSC#N
18177,C(#N)C(Cl)Cl
18204,CN(C)CCOCCN(C)C
18208,C1=C(NC=N1)[N+](=O)[O-]
18209,CN1C=C(N=C1)[N+](=O)[O-]
18210,CN1C=NC=C1[N+](=O)[O-]
18232,C1CCN(CC1)CCO
18283,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO
18290,CN(C(=O)NC1=CC=C(C=C1)Br)OC
18298,C=CC(=O)OC1CCCCC1
18323,C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O
18357,C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)N
18369,CS(=O)(=O)C1=CC=CC=C1
18370,CC1=C(C=CC(=C1)C(=O)O)[N+](=O)[O-]
18371,CC1=CC(=C(C=C1)[N+](=O)[O-])C(=O)O
18381,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
18392,COCCOC(=O)C=C
18397,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)N)OC)OC)OC
18405,CCCCOC(=O)C1=CC(=CC=C1)C(=O)OCCCC
18430,C1C(O1)CBr
18467,COC1=NC=CN=C1
18502,C1CCC(CC1)N=C=O
18508,CC(C)(C)C1CCCCC1
18554,CCC1=CC=CO1
18555,C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-]
18606,C1=COC(=C1)C=C(C#N)C#N
18617,C(#N)C(Br)Br
18635,CSCCC=O
18636,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)OC3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl
18688,C(C(CO)Cl)C(Cl)(Cl)Cl
18689,CCC(COC(=O)C(=C)C)(COC(=O)C(=C)C)COC(=O)C(=C)C
18692,C(C(CO)(CBr)CBr)O
18725,CCCCC(CC)COC(=O)C1=CC(=C(C=C1)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC
18728,C1CC(C(CC1C(CBr)Br)Br)Br
18752,COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
18771,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N
18786,C1=CC=C(C=C1)C2=NC=NN2
18847,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC
18870,CN(C)C(=O)NC1=CC=C(C=C1)Br
18923,C1=CC=C(C=C1)C2=NC=NC=C2
18932,CC1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2
18940,CCC1=CC=C(C=C1)C=C
18949,CS(=O)(=O)OCCCNCCCOS(=O)(=O)C
18981,C1=CC=C2C(=C1)C=CC(=C2N=NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])O
18988,CN(C)C(=O)N(C)N=O
18996,CC1CCCCN1CCCOC(=O)C2=CC(=C(C=C2)Cl)Cl
18998,C1=C(C(=C(C(=C1Cl)Cl)N)Cl)Cl
19001,C(C(C(CS)O)O)S
19003,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C
19011,CN1C(=O)CN=C(C2=C1C=CC(=C2)C#N)C3=CC=CC=C3
19063,CC(C)NNC(=O)COC1=CC=C(C=C1)Cl
19079,CCCCCCCCSCCO
19090,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C
19092,C(CSCCCl)SCCCl
19106,CC1=C(C=CC(=C1)OC(=O)NC)SC
19113,CNC(=O)NC1=CC(=C(C=C1)Cl)Cl
19150,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O
19188,C1=CC=C(C=C1)OCC(=O)O
19190,CC1(C(=[N+](C2=C1C3=CC=CC=C3C=C2)CCCCS(=O)(=O)[O-])C=CC=CC=CC=C4C(C5=C(N4CCCCS(=O)(=O)[O-])C=CC6=CC=CC=C65)(C)C)C.[Na+]
19203,CSC1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
19232,C1=CC(=C(C2=C1NC(=N2)C(F)(F)F)Cl)Cl
